sentence,labels
Tavan yüksəkdir.,nn ad
Döşəmə hamardır.,nn ad
Xalça yumşaqdır.,nn ad
Pərdə incədir.,nn ad
Mebel rahatdır.,nn ad
Kreslo rahatdır.,nn ad
Stol möhkəmdir.,nn ad
Kitab rəfi doludur.,nn nn ad
Televizor böyükdür.,nn ad
Kondisioner sərindir.,nn ad
İsti su faydalıdır.,ad nn ad
Təmiz su vacibdir.,ad nn ad
Çirkli hava zərərlidir.,ad nn ad
Turş meyvə faydalıdır.,ad nn ad
Acı dərman yaxşıdır.,ad nn ad
Duzlu yemək ləzzətlidir.,ad nn ad
Yağlı yemək zərərlidir.,ad nn ad
Quru meyvə faydalıdır.,ad nn ad
Təzə çörək ləzzətlidir.,ad nn ad
Köhnə çörək keyfiyyətsizdir.,ad nn ad
Sərin içki rahatladıcıdır.,ad nn ad
Şəkərli çay zərərlidir.,ad nn ad
Qəhvə enerji verir.,nn nn un
Süd faydalıdır.,nn ad
Yoqurt sağlamdır.,nn ad
Pendir dadlıdır.,nn ad
Ət zülal mənbəyidir.,nn nn nn
Balıq faydalıdır.,nn ad
Toyuq ucuzdur.,nn ad
Yumurta qidalıdır.,nn ad
Tərəvəz vitamin mənbəyidir.,nn nn nn
Meyvə lif mənbəyidir.,nn nn nn
Su həyat mənbəyidir.,nn nn nn
Hava təmiz olmalıdır.,nn ad un
Torpaq bərəkətli olmalıdır.,nn ad un
Günəş enerjisi vacibdir.,nn nn ad
Külək enerjisi təmizdir.,nn nn ad
Su enerjisi faydalıdır.,nn nn ad
Neft enerji mənbəyidir.,nn nn nn
Qaz təbii sərvətdir.,nn ad nn
Kömür yanacaqdır.,nn nn
Meşə ağac mənbəyidir.,nn nn nn
Çay su mənbəyidir.,nn nn nn
Dəniz balıq mənbəyidir.,nn nn nn
Göl su ehtiyatıdır.,nn nn nn
Dağ mineral mənbəyidir.,nn nn nn
Çöl heyvan mənbəyidir.,nn nn nn
Səhra susuzdur.,nn ad
Şimal soyuqdur.,nn ad
Cənub istidir.,nn ad
Şərq günəşin çıxdığı yerdir.,nn nn un nn
Qərb günəşin batdığı yerdir.,nn nn un nn
Yuxarı göyə baxır.,un nn un
Aşağı torpağa baxır.,un nn un
Sağ tərəf yolun sonudur.,nn nn nn nn
Sol tərəf başlanğıcdır.,nn nn nn
İrəli getmək lazımdır.,un un ad
Geri qayıtmaq təhlükəlidir.,un un ad
Açıq qapı təhlükəlidir.,ad nn ad
Bağlı qapı rahatdır.,ad nn ad
Böyük pəncərə işıqlıdır.,ad nn ad
Kiçik pəncərə gizlidir.,ad nn ad
Yüksək bina görkəmlidir.,ad nn ad
Alçaq bina sadədir.,ad nn ad
Geniş yol rahatdır.,ad nn ad
Dar yol təhlükəlidir.,ad nn ad
Köhnə kitab qiymətlidir.,ad nn ad
Gözəl musiqi rahatladıcıdır.,ad nn ad
Sakit musiqi yuxuludur.,ad nn ad
Sürətli maşın təhlükəlidir.,ad nn ad
Yavaş maşın təhlükəsizdir.,ad nn ad
Səthi quyu təhlükəsizdir.,ad nn ad
Uca ağac görkəmlidir.,ad nn ad
Qısa ağac sadədir.,ad nn ad
Dar çay təhlükəlidir.,ad nn ad
Yeni ev rahatdır.,ad nn ad
Köhnə ev dağılır.,ad nn un
"Bu böyük problem, birlikdə həll etməliyik.",un ad nn un un un
"Mənim maraqlı hobbilərim, çoxdur.",un ad nn un
"Təmiz hava, sağlam bədən deməkdir.",ad nn ad nn un
"Mənim dəyərli vaxtım, azdır.",un ad nn un
"Mənim gənc bacım, oxuyur.",un ad nn un
"Mənim dəyərli xatirələrim, çoxdur.",un ad nn un
"Mənim dəyərli əşyalarım, qorunur.",un ad nn un
"Təmiz ürək, xoşbəxt həyat deməkdir.",ad nn ad nn un
"Mənim dəyərli kitablarım, çoxdur.",un ad nn un
"Təmiz düşüncələr, aydın həyat deməkdir.",ad nn ad nn un
"Mənim sadiq izləyicilərim, çoxdur.",un ad nn un
"Mənim dəyərli işlərim, çoxdur.",un ad nn un
"Təmiz mühit, sağlam cəmiyyət deməkdir.",ad nn ad nn un
"Mənim dəyərli sənədlərim, qorunur.",un ad nn un
"Təmiz vicdan, rahat həyat deməkdir.",ad nn ad nn un
"Mənim dəyərli təcrübələrim, çoxdur.",un ad nn un
"Təmiz mənzil, rahat yaşayış deməkdir.",ad nn ad nn un
"Mənim dəyərli dostlarım, çoxdur.",un ad nn un
"Təmiz ev, rahat istirahət deməkdir.",ad nn ad nn un
"Mənim dəyərli anlarım, çoxdur.",un ad nn un
"Mənim sadiq ürəyim, sənindir.",un ad nn un
"Təmiz sudan, canlanırıq.",ad nn un
"Mənim sadiq baxışlarım, sənədir.",un ad nn un
"Mənim dəyərli vaxtım, sənindir.",un ad nn un
"Mənim sadiq ruhum, sənindir.",un ad nn un
"Mənim dəyərli sözlərim, sənindir.",un ad nn un
"Mənim dəyərli arzularım, sənindir.",un ad nn un
"Təmiz hava, canlandırır.",ad nn un
"Mənim dəyərli anlarım, sənindir.",un ad nn un
"Mənim dəyərli sevgilim, sənindir.",un ad nn un
"Mənim dəyərli dostluğum, sənindir.",un ad nn un
"Mənim sevimli rəngim, mavidir, parlaqdır.",un ad nn un un
"Mənim maraqlı hobbilərim, çoxdur, əyləncəlidir.",un ad nn un un
"Mənim dəyərli vaxtım, azdır, qiymətlidir.",un ad nn un un
"Mənim gənc bacım, oxuyur, ağıllıdır.",un ad nn un un
"Mənim kiçik otağım, rahatdır, səliqəlidir.",un ad nn un un
"Mənim dəyərli xatirələrim, çoxdur, qiymətlidir.",un ad nn un un
"Mənim dəyərli əşyalarım, qorunur, etibarlıdır.",un ad nn un un
"Mənim dəyərli kitablarım, çoxdur, maraqlıdır.",un ad nn un un
"Mənim sadiq izləyicilərim, çoxdur, dəyərlidir.",un ad nn un un
"Mənim dəyərli işlərim, çoxdur, vacibdir.",un ad nn un un
"Mənim dəyərli sənədlərim, qorunur, vacibdir.",un ad nn un un
"Mənim dəyərli təcrübələrim, çoxdur, vacibdir.",un ad nn un un
"Mənim dəyərli dostlarım, çoxdur, qiymətlidir.",un ad nn un un
"Mənim dəyərli anlarım, çoxdur, qiymətlidir.",un ad nn un un
"Mənim sadiq ürəyim, sənindir, əzizdir.",un ad nn un un
"Təmiz sudan, canlanırıq, yaxşıdır.",ad nn un un
"Mənim sadiq baxışlarım, sənədir, dəyərlidir.",un ad nn un un
"Mənim dəyərli vaxtım, sənindir, qiymətlidir.",un ad nn un un
"Mənim sadiq ruhum, sənindir, dəyərlidir.",un ad nn un un
"Mənim dəyərli sözlərim, sənindir, əzizdir.",un ad nn un un
"Mənim dəyərli arzularım, sənindir, dəyərlidir.",un ad nn un un
"Təmiz hava, canlandırır, xoşdur.",ad nn un un
"Mənim dəyərli anlarım, sənindir, qiymətlidir.",un ad nn un un
"Mənim dəyərli sevgilim, sənindir, qiymətlidir.",un ad nn un un
"Mənim dəyərli dostluğum, sənindir, vacibdir.",un ad nn un un
"Mənim dəyərli arzularım, sənindir, qiymətlidir.",un ad nn un un
"Təmiz hava, canlandırır, vacibdir.",ad nn un un
"Mənim dəyərli anlarım, sənindir, vacibdir.",un ad nn un un
"Gözəl musiqi, ürəyimi sakitləşdirir.",ad nn nn un
"Uzaq səfər, yeni təcrübələr gətirir.",ad nn ad nn un
"Şirin alma, uşağın əlində parıldayırdı.",ad nn nn un un
Mənim yeni telefonum çox bahalıdır.,un ad nn un ad
Bu qədim kitab çox maraqlıdır.,un ad nn un ad
Onlar tez-tez uzun söhbətlər edirlər.,un un ad nn un
Sənin maraqlı hekayən məni çox güldürdü.,un ad nn un un un
"O, yaxşı müəllimdir.",un ad nn
Bizim yeni evimiz şəhərdən kənardadır.,un ad nn un un
Mən sevimli mahnımı dinləyirəm.,un ad nn un
"Bu, bahalı saatdır.",un ad nn
Bizim yeni maşınımız var.,un ad nn un
Mən dadlı şirniyyat yeyirəm.,un ad nn un
"Bu, maraqlı kitabdır.",un ad nn
Bizim böyük bağımız var.,un ad nn un
Mən sevimli kitabımı oxuyuram.,un ad nn un
"Bu, bahalı evdir.",un ad nn
"O, gözəl geyinir.",un ad un
Bizim yeni evimiz böyükdür.,un ad nn ad
Mən dadlı yemək bişirirəm.,un ad nn un
"O, yaxşı oxuyur.",un ad un
Bizim böyük ailəmiz çox sevinclidir.,un ad nn un ad
Mən sevimli musiqimi dinləyirəm.,un ad nn un
Bizim yeni evimiz rahatdır.,un ad nn ad
Mən dadlı meyvə yeyirəm.,un ad nn un
"Bu, maraqlı oyuncaqdır.",un ad nn
"O, yaxşı danışır.",un ad un
Bizim böyük bağımız gözəldir.,un ad nn ad
Mən sevimli filmimə baxıram.,un ad nn un
"O, gözəl gülür.",un ad un
Bizim yeni evimiz mərkəzdədir.,un ad nn un
Mən dadlı çay içirəm.,un ad nn un
"Bu, maraqlı məqalədir.",un ad nn
"O, yaxşı işləyir.",un ad un
Bizim böyük ailəmiz bir yerdədir.,un ad nn un un
Mən sevimli yeməyimi yeyirəm.,un ad nn un
"Bu, bahalı kitabdır.",un ad nn
"O, gözəl oxuyur.",un ad un
Bizim yeni evimiz təmizdir.,un ad nn ad
Mən dadlı tort bişirirəm.,un ad nn un
"Bu, maraqlı tapmacadır.",un ad nn
Bizim böyük bağımız çiçəklərlə doludur.,un ad nn nn un
Mən sevimli mahnımı oxuyuram.,un ad nn un
"O, gözəl bir qadındır, amma soyuqdur.",un ad un nndır un ad
"Bizim yeni maşınımız var, amma bahalıdır.",un ad nn un un ad
"Bu, maraqlı bir kitabdır, amma uzundur.",un ad un nndır un ad
"O, yaxşı bir müəllimdir, amma səbirsizdir.",un ad un nndır un ad
"Bu, bahalı bir saatdır, amma dəqiqdir.",un ad un nndır un ad
"O, gözəl bir qızdır, amma təkdir.",un ad un nndır un ad
"Bizim yeni maşınımız var, amma kiçikdir.",un ad nn un un ad
"Bu, maraqlı bir kitabdır, amma ağırdır.",un ad un nndır un ad
"O, yaxşı bir həkimdir, amma qocadır.",un ad un nndır un ad
"Bu, bahalı bir evdir, amma dardır.",un ad un nndır un ad
"O, gözəl geyinir, amma sadədir.",un ad un un ad
"Bizim yeni evimiz böyükdür, amma soyuqdur.",un ad nn ad un ad
"Bu, maraqlı bir hekayədir, amma qısadır.",un ad un nndır un ad
"O, yaxşı oxuyur, amma yavaşdır.",un ad un un ad
"Bizim böyük ailəmiz çox sevinclidir, amma yorğundur.",un ad nn un ad un ad
"Bu, bahalı bir maşındır, amma səs-küylüdür.",un ad un nndır un un
"Bizim yeni evimiz rahatdır, amma bahalıdır.",un ad nn ad un ad
"Bu, maraqlı bir oyuncaqdır, amma köhnədir.",un ad un nndır un ad
"O, yaxşı danışır, amma tezdir.",un ad un un ad
"Bu, bahalı bir saatdır, amma xarabdır.",un ad un nndır un ad
"O, gözəl gülür, amma qəribədir.",un ad un un ad
"Bizim yeni evimiz mərkəzdədir, amma səs-küylüdür.",un ad nn un un un
"Bu, maraqlı bir məqalədir, amma uzundur.",un ad un nndır un ad
"O, yaxşı işləyir, amma yavaşdır.",un ad un un ad
"Bu, bahalı bir kitabdır, amma köhnədir.",un ad un nndır un ad
"O, gözəl oxuyur, amma səs-küylüdür.",un ad un un un
"Bizim yeni evimiz təmizdir, amma soyuqdur.",un ad nn ad un ad
"Bu, maraqlı bir tapmacadır, amma çətindir.",un ad un nndır un ad
"Bu, kiçik bir evdir, amma rahatdır.",un ad un nndır un ad
"O, sərt bir müəllimdir, amma ədalətlidir.",un ad un nndır un ad
"Bizim köhnə maşınımız var, amma sürətlidir.",un ad nn un un ad
"Bu, qəribə bir kitabdır, amma maraqlıdır.",un ad un nndır un ad
"O, zəif bir həkimdir, amma çalışqandır.",un ad un nndır un ad
"Bu, ucuz bir evdir, amma təmizdir.",un ad un nndır un ad
"O, pis geyinir, amma bahalıdır.",un ad un un ad
"Bizim köhnə evimiz böyükdür, amma soyuqdur.",un ad nn ad un ad
"Bu, qısa bir hekayədir, amma maraqlıdır.",un ad un nndır un ad
"O, yavaş oxuyur, amma səbrlidir.",un ad un un ad
"Bizim rahat evimiz bahalıdır, amma kiçikdir.",un ad nn ad un ad
"Mən allergiyam olan meyvə yeyirəm, amma dadlıdır.",un nn un nn un un ad
"Bu, köhnə bir oyuncaqdır, amma maraqlıdır.",un ad un nndır un ad
"O, tez danışır, amma yaxşıdır.",un ad un un ad
"Bizim baxımsız bağımız gözəldir, amma böyükdür.",un ad nn ad un ad
"Bu, xarab bir saatdır, amma bahalıdır.",un ad un nndır un ad
"O, qəribə gülür, amma gözəldir.",un ad un un ad
"Bizim səs-küylü evimiz mərkəzdədir, amma dardır.",un ad nn un un ad
"Bu, uzun bir məqalədir, amma maraqlıdır.",un ad un nndır un ad
"O, yavaş işləyir, amma yaxşıdır.",un ad un un ad
"Bu, köhnə bir kitabdır, amma bahalıdır.",un ad un nndır un ad
"O, səs-küylü oxuyur, amma gözəldir.",un ad un un ad
"Bizim soyuq evimiz təmizdir, amma kiçikdir.",un ad nn ad un ad
"Bu, çətin bir tapmacadır, amma maraqlıdır.",un ad un nndır un ad
"Bu, dar bir evdir, amma rahatdır.",un ad un nndır un ad
"O, ədalətli bir müəllimdir, amma səbirlidir.",un ad un nndır un ad
"Bizim sürətli maşınımız var, amma köhnədir.",un ad nn un un ad
"Bu, maraqlı bir kitabdır, amma qəribədir.",un ad un nndır un ad
"O, çalışqan bir həkimdir, amma zəifdir.",un ad un nndır un ad
"Bu, təmiz bir evdir, amma ucuzdur.",un ad un nndır un ad
"O, bahalı geyinir, amma pisdir.",un ad un un ad
"Bizim soyuq evimiz böyükdür, amma köhnədir.",un ad nn ad un ad
"Mən tələsdiyim yemək bişirirəm, amma dadlıdır.",un nn nn un un ad
"Bu, maraqlı hekayədir, amma çox qısadır.",un ad nn un un ad
"O, səbrli oxuyur, amma yavaşdır.",un ad un un ad
"Bu, səs-küylü bir maşındır, amma bahalıdır.",un ad un nndır un ad
"Yeni, maraqlı kitab aldım.",ad ad nn un
"Böyük, qırmızı avtomobil sürürdüm.",ad ad nn un
"Sakit, gözəl musiqi dinlədim.",ad ad nn un
"Şirin, dadlı meyvə yedim.",ad ad nn un
"Köhnə, taxta evdə yaşayıram.",ad nn nn un
"Uzaq, səssiz kəndə getdik.",ad ad nn un
"Yeni, parlaq telefon aldım.",ad ad nn un
"Soyuq, qarlı dağlara dırmaşdıq.",ad ad nn un
"Böyük, geniş bağımız var.",ad ad nn un
"Mənim sevimli, maraqlı kitabım.",un ad ad nn
"Bu qədim, tarixi şəhər.",un ad ad nn
"Onun qırmızı, ipək paltarı.",un ad ad nn
"Bizim böyük, yeni evimiz.",un ad ad nn
"Onlar uzun, maraqlı söhbətlər.",un ad ad nn
"Sənin maraqlı, qəribə hekayən.",un ad ad nn
"Mənim sevimli, şirin yeməyim.",un ad ad nn
"Bu gün isti, günəşli hava.",un nn ad ad nn
"O, yaxşı, mehriban müəllimdir.",un ad ad nn
"Bizim yeni, böyük evimiz.",un ad ad nn
"Mən dadlı, şirin tort yedim.",un ad ad nn un
"Bu, maraqlı, təsirli film idi.",un ad ad nn un
"O, yaxşı, istedadlı rəssamdır.",un ad ad nn
"Bizim böyük, rahat ailəmiz var.",un ad ad nn un
"Mən sevimli, sakit mahnımı dinləyirəm.",un ad ad nn un
"Bu, bahalı, dəbli saatdır.",un ad ad nn
"O, gözəl, zərif qızdır.",un ad ad nn
"Bizim yeni, sürətli maşınımız var.",un ad ad nn un
"Mən dadlı, sulu şirniyyat yeyirəm.",un ad ad nn un
"Bu, maraqlı, məlumatlı kitabdır.",un ad ad nn
"O, yaxşı, ağıllı həkimdir.",un ad ad nn
"Bizim böyük, gözəl bağımız var.",un ad ad nn un
"Mən sevimli, romantik kitabımı oxuyuram.",un ad ad nn un
"Bu, bahalı, lüks evdir.",un ad ad nn
"Bizim yeni, rahat evimiz böyükdür.",un ad ad nn ad
"Mən dadlı, ətirli yemək bişirirəm.",un ad ad nn un
"Bu, maraqlı, düşündürücü hekayədir.",un ad ad nn
"Bizim böyük, mehriban ailəmiz çox sevinclidir.",un ad ad nn un ad
"Mən sevimli, sakit musiqimi dinləyirəm.",un ad ad nn un
"Bu, bahalı, güclü maşındır.",un ad ad nn
"Bizim yeni, rahat evimiz rahatdır.",un ad ad nn ad
"Mən dadlı, vitaminli meyvə yeyirəm.",un ad ad nn un
"Bu, maraqlı, əyləncəli oyuncaqdır.",un ad ad nn
"Bizim böyük, gözəl bağımız gözəldir.",un ad ad nn ad
"Mən sevimli, komik filmimə baxıram.",un ad ad nn un
"Bu, bahalı, etibarlı saatdır.",un ad ad nn
"Bizim yeni, geniş evimiz mərkəzdədir.",un ad ad nn un
"Mən dadlı, isti çay içirəm.",un ad ad nn un
"Bu, maraqlı, informativ məqalədir.",un ad ad nn
"Bizim böyük, mehriban ailəmiz bir yerdədir.",un ad ad nn un un
"Mən sevimli, ləzzətli yeməyimi yeyirəm.",un ad ad nn un
"Bu, bahalı, nadir kitabdır.",un ad ad nn
"Bizim yeni, təmiz evimiz təmizdir.",un ad ad nn ad
"Mən dadlı, kremli tort bişirirəm.",un ad ad nn un
"Bu, maraqlı, mürəkkəb tapmacadır.",un ad ad nn
"Bizim böyük, çiçəkli bağımız çiçəklərlə doludur.",un ad ad nn nn un
"Mən sevimli, coşğulu mahnımı oxuyuram.",un ad ad nn un
"Bu, bahalı, avtomatik maşındır.",un ad ad nn
"Mən dadlı, sulu meyvə yeyirəm.",un ad ad nn un
"Bu, maraqlı, təhrikedici oyuncaqdır.",un ad ad nn
"Bu, bahalı, dəqiq saatdır.",un ad ad nn
"Bu, maraqlı, dərin məqalədir.",un ad ad nn
"Qısa, maraqlı filmə baxdıq.",ad ad nn un
"Bahalı, yeni avtomobil aldım.",ad ad nn un
"Yüksək, səsli musiqi dinlədim.",ad ad nn un
"Şirin, dadlı gilası sevdim.",ad ad nn un
"Qədim, daş qala gördüm.",ad ad nn un
"Geniş, yaşıl çəmənlikdə gəzdim.",ad ad nn un
"Dərin, mavi dənizdə üzüşdüm.",ad ad nn un
"Mənim sevimli, romantik filmimdir.",un ad ad nn
"Bu qədim, tarixi muzeydəydik.",un ad ad nn
"Onun qırmızı, ipək donu gözəldir.",un ad ad nn ad
"Bizim böyük, rahat bağımız var.",un ad ad nn un
"Onlar uzun, maraqlı səyahətlərə getdilər.",un ad ad nn un
"Sənin maraqlı, qəribə sualların var.",un ad ad nn un
"Mənim sevimli, şirin şirniyyatım var.",un ad ad nn un
"Bu gün isti, günəşli havada gəzdim.",un nn ad ad nn un
"O, yaxşı, savadlı müəllimdir.",un ad ad nn
"Bizim yeni, böyük evimiz çox rahatdır.",un ad ad nn un ad
"Mən dadlı, şokoladlı tort yedim.",un ad ad nn un
"Bizim böyük, rahat ailəmiz birlikdədir.",un ad ad nn un
"Mən sevimli, sakit musiqimi dinlədim.",un ad ad nn un
"Bizim yeni, sürətli avtomobilimiz var.",un ad ad nn un
"Bizim yeni, rahat evimiz çox böyükdür.",un ad ad nn un ad
"Bizim yeni, rahat evimiz çox rahatdır.",un ad ad nn un ad
"Bizim böyük, gözəl bağımız çox gözəldir.",un ad ad nn un ad
"Bizim yeni, təmiz evimiz çox təmizdir.",un ad ad nn un ad
"Qısa, maraqlı kitaba baxdım.",ad ad nn un
"Bahalı, yeni paltar aldım.",ad ad nn un
"Yüksək, səsli mahnı oxudum.",ad ad nn un
"Sərin, təmiz suda üzdüm.",ad ad nn un
"Şirin, dadlı albalı yığdım.",ad ad nn un
"Qədim, daş divarı gördüm.",ad ad nn un
"Geniş, yaşıl meydanda qaçdım.",ad ad nn un
"Mənim sevimli, romantik kitabım var.",un ad ad nn un
"Bu qədim, tarixi binada yaşayıram.",un ad ad nn un
"Onun qırmızı, ipək şalı gözəldir.",un ad ad nn ad
"Bizim böyük, rahat evimiz çox böyükdür.",un ad ad nn un ad
"Onlar uzun, maraqlı səfərlərə çıxdılar.",un ad ad nn un
"Sənin maraqlı, qəribə hekayən var.",un ad ad nn un
"Mənim sevimli, şirin şirniyyatım bitdi.",un ad ad nn un
"O, yaxşı, savadlı müəllim işləyir.",un ad ad nn un
"Mən dadlı, şokoladlı tort bişirdim.",un ad ad nn un
"Bu, maraqlı, təsirli filmə baxdıq.",un ad ad nn un
"Yeni iş, yeni imkanlar deməkdir.",ad nn ad nn un
"Qədim abidə, tariximizin şahididir.",ad nn nn nn
"Qədim kitabxana, bilik mənbəyidir.",ad nn nn nn
"Gözəl əsər, sənətin zirvəsidir.",ad nn nn nn
"Geniş imkanlar, inkişaf üçün böyük şansdır.",ad nn nn un ad nn
"Kiçik bağça, rahatlıq məkanıdır.",ad nn nn nn
"Qədim mədəniyyət, dünyamızı zənginləşdirir.",ad nn nn nn
"Qədim rəvayət, nəsildən-nəsilə ötürülür.",ad nn un un
"Böyük ev, mənim xəyalımdır.",ad nn nn nn
Qırmızı maşın sürətlə gedirdi.,ad nn un un
Gözəl qız çiçəkləri suladı.,ad nn nn un
Məktəb çox uzaq deyil.,nn un un un
Qədim şəhər tarixi abidələrlə zəngindir.,ad nn ad nn un
Kiçik it topu gətirdi.,ad nn nn un
"O, ağıllı tələbədir.",un ad nn
Yüksək dağlara qalxmaq çətindir.,ad nn un un
Şirin meyvələr bağçada yetişir.,ad nn nn un
Soyuq qışda qar yağır.,ad nn nn un
İsti yayda dondurma yeyirik.,ad nn nn un
Təmiz hava sağlamlıq üçün faydalıdır.,ad nn nn un ad
Böyük ağac kölgə salır.,ad nn nn un
Mənim yeni evim çox rahatdır.,un ad nn un ad
Onun qara saçları var.,un ad nn un
Bu gün hava çox istidir.,un un nn un ad
"O, uzun saçlı qızdır.",un ad nn nn
Onun gözəl gözləri var.,un ad nn un
Mənim böyük ailəm var.,un ad nn un
"Bu, soyuq qışdır.",un ad nn
Mənim isti otağım var.,un ad nn un
"Bu, təmiz sudur.",un ad nn
Mənim şirin meyvələrim var.,un ad nn un
"Bu, geniş otaqdır.",un ad nn
Mənim dar paltarım var.,un ad nn un
"Bu, yaxşı gündür.",un ad nn
Mənim pis günüm var.,un ad nn un
Mənim qısa saçlarım var.,un ad nn un
Mənim aşağı qiymətim var.,un ad nn un
Mənim dayaz gölüm var.,un ad nn un
"Bu, şirin şirədir.",un ad nn
Mənim acı dərmanım var.,un ad nn un
"Bu, geniş meydandır.",un ad nn
Mənim dar pillələrim var.,un ad nn un
"Bu, yaxşı işdir.",un ad nn
Mənim pis xəbərim var.,un ad nn un
